Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCF_027475565.1	VMU_Ajub_asm_v1.0	GCF_027475565.1-RS_2023_04	2023-04-03	Acinonyx jubatus
GCA_029890205.1	ASM2989020v1			Acomys cahirinus
GCA_907164435.1	mAcoDim1_REL_1905			Acomys dimidiatus
GCA_907164505.1	mAcoKem2_REL_1905			Acomys kempi
GCA_907169655.1	mAcoPer2_REL_1905			Acomys percivali
GCF_903995435.1	mAcoRus1.1	GCF_903995435.1-RS_2023_02	2023-02-26	Acomys russatus
GCA_019593525.1	ASM1959352v1			Addax nasomaculatus
GCA_011751065.1	L.cinereus_Cryan_1219_p1.0			Aeorestes cinereus
GCA_006408695.1	IMP			Aepyceros melampus
GCF_002007445.2	ASM200744v3	NCBI Ailuropoda melanoleuca Annotation Release 103	2021-05-24	Ailuropoda melanoleuca
GCA_002007465.1	ASM200746v1			Ailurus styani
GCA_006408545.1	HBT			Alcelaphus buselaphus
GCA_015832495.2	NRM_Aalces_2_0.fsa			Alces alces
GCA_963919705.1	Aoec_v1			Alexandromys oeconomus
GCA_963574245.1	PGDP_AllNig			Allenopithecus nigroviridis
GCA_963574325.1	PGDP_AllLho			Allochrocebus lhoesti
GCA_963574925.1	PGDP_AllPre			Allochrocebus preussi
GCA_963575195.1	PGDP_AllSol			Allochrocebus solatus
GCA_963574145.1	PGDP_AloBel			Alouatta belzebul
GCA_963575295.1	PGDP_AloCar			Alouatta caraya
GCA_963575205.1	PGDP_AloDis			Alouatta discolor
GCA_963574365.1	PGDP_AloJua			Alouatta juara
GCA_963573945.1	PGDP_AloMac			Alouatta macconnelli
GCA_004027835.1	AloPal_v1_BIUU			Alouatta palliata
GCA_963574235.1	PGDP_AloPur			Alouatta seniculus puruensis
GCA_004027475.1	AnoCau_v1_BIUU			Anoura caudifer
GCF_016432865.1	AdamAnt_v2	GCF_016432865.1-RS_2023_02	2023-02-25	Antechinus flavipes
GCA_016696395.1	USYD_AStu_M			Antechinus stuartii
GCA_006408585.1	SGB			Antidorcas marsupialis
GCA_007570785.1	GSC_phorn_1.0			Antilocapra americana
GCA_027563665.1	DD_ASM_mAP_20210503			Antrozous pallidus
GCA_963573465.1	PGDP_AotAza			Aotus azarai
GCA_963574505.1	PGDP_AotGri			Aotus griseimembra
GCF_030222135.1	86718_ANA_hifiasm-v0.15.2.pri	GCF_030222135.1-RS_2024_04	2024-04-07	Aotus nancymaae
GCA_963574785.1	PGDP_AotTri			Aotus trivirgatus
GCA_963573775.1	PGDP_AotVoc			Aotus vociferans
GCA_004027875.1	AplRuf_v1_BIUU			Aplodontia rufa
GCA_964023405.1	mApoAgr2.1			Apodemus agrarius
GCA_002335545.1	Aspe_assembly01			Apodemus speciosus
GCF_947179515.1	mApoSyl1.1	GCF_947179515.1-RS_2023_02	2023-02-25	Apodemus sylvaticus
GCA_963573935.1	PGDP_ArcCal			Arctocebus calabarensis
GCA_900642305.1	arcGaz3			Arctocephalus gazella
GCA_028646355.1	Arctocephalus_townsendi_HiC			Arctocephalus townsendi
GCA_038363225.1	mArtInt1.hap2			Artibeus intermedius
GCF_021234435.1	CSHL_Jam_final	GCF_021234435.1-RS_2023_03	2023-03-03	Artibeus jamaicensis
GCA_038363175.2	mArtLit1.hap2			Artibeus lituratus
GCF_011762505.1	mArvNil1.pat.X	NCBI Arvicanthis niloticus Annotation Release 100	2020-05-13	Arvicanthis niloticus
GCF_903992535.2	mArvAmp1.2	NCBI Arvicola amphibius Annotation Release 101	2021-06-11	Arvicola amphibius
GCA_033961575.1	ASM3396157v1			Aselliscus stoliczkanus
GCA_963573605.1	PGDP_AteBel			Ateles belzebuth
GCA_963574935.1	PGDP_AteCha			Ateles chamek
GCA_036589455.1	ASM3658945v1			Ateles fusciceps
GCA_023783555.1	ASM2378355v1			Ateles geoffroyi
GCA_916098195.1	ORGONE_01			Ateles hybridus
GCA_963573555.1	PGDP_AteMar			Ateles marginatus
GCA_963573985.1	PGDP_AtePan			Ateles paniscus
GCA_963575035.1	PGDP_AvaLan			Avahi laniger
GCA_963573525.1	PGDP_AvaPey			Avahi peyrierasi
GCA_003798545.1	ASM379854v1			Axis porcinus
GCA_028533215.1	Babyrousa_celebensis_HiC			Babyrousa celebensis
GCF_949987535.1	mBalAcu1.1	GCF_949987535.1-RS_2023_06	2023-06-22	Balaenoptera acutorostrata
GCA_000978805.1	ASM97880v1			Balaenoptera bonaerensis
GCF_009873245.2	mBalMus1.pri.v3	NCBI Balaenoptera musculus Annotation Release 100	2020-10-26	Balaenoptera musculus
GCA_023338255.1	SBiKF_Bphy_ph2			Balaenoptera physalus
GCF_028023285.1	mBalRic1.hap2	GCF_028023285.1-RS_2023_09	2023-09-29	Balaenoptera ricei
GCA_004027495.1	BeaHun_v1_BIUU			Beatragus hunteri
GCA_023548195.1	mBetpen1.pri.20210916			Bettongia penicillata ogilbyi
GCF_000754665.1	Bison_UMD1.0	NCBI Bison bison bison Annotation Release 100	2014-12-23	Bison bison bison
GCA_963879515.1	ETH_BisBon1			Bison bonasus
GCA_007844835.1	NRC_Mithun_1			Bos frontalis
GCA_014182915.2	ARS_UOA_Gaur_1.1			Bos gaurus
GCA_946052875.1	ARS_Pied_mat1.0			Bos gaurus x Bos taurus
GCA_005887515.3	BosGru3.1			Bos grunniens
GCA_009493645.1	ARS_UNL_BGru_maternal_1.0_p			Bos grunniens x Bos taurus
GCF_000247795.1	Bos_indicus_1.0	NCBI Bos indicus Annotation Release 100	2017-01-04	Bos indicus
GCF_003369695.1	UOA_Brahman_1	NCBI Bos indicus x Bos taurus Annotation Release 100	2018-12-21	Bos indicus x Bos taurus
GCF_032452875.1	ARS-OSU_banteng_1.0	GCF_032452875.1-RS_2023_12	2023-12-07	Bos javanicus
GCF_000298355.1	BosGru_v2.0	NCBI Bos mutus Annotation Release 101	2015-10-23	Bos mutus
GCF_002263795.3	ARS-UCD2.0	GCF_002263795.3-RS_2023_09	2023-09-28	Bos taurus
GCA_018282465.1	ARS_Simm1.0			Bos taurus x Bison bison
GCA_004027775.1	BraVar_v1_BIUU			Bradypus variegatus
GCF_019923935.1	NDDB_SH_1	NCBI Bubalus bubalis Annotation Release 103	2021-11-11	Bubalus bubalis
GCA_025584935.1	MNHNYannick_LA_1			Bubalus depressicornis
GCF_029407905.1	PCC_UOA_SB_1v2	GCF_029407905.1-RS_2024_02	2024-02-12	Bubalus kerabau
GCF_023091745.1	Takin1.1	GCF_023091745.1-RS_2023_02	2023-02-25	Budorcas taxicolor
GCA_029593785.1	MVZ_CabUni_1.0			Cabassous unicinctus
GCA_963573425.1	PGDP_CacAyr			Cacajao ayresi
GCA_963573955.1	PGDP_CacCal			Cacajao calvus
GCA_963573795.1	PGDP_CacHos			Cacajao hosomi
GCA_963573385.1	PGDP_CacMel			Cacajao melanocephalus
GCA_963573925.1	PGDP_CalGoe			Callimico goeldii
GCA_963573515.1	PGDP_CalGeo			Callithrix geoffroyi
GCF_011100555.1	mCalJa1.2.pat.X	GCF_011100555.1-RS_2023_03	2023-03-02	Callithrix jacchus
GCA_963573495.1	PGDP_CalKuh			Callithrix kuhlii
GCF_003265705.1	ASM326570v1	NCBI Callorhinus ursinus Annotation Release 100	2018-07-18	Callorhinus ursinus
GCF_000767855.1	Ca_bactrianus_MBC_1.0	NCBI Camelus bactrianus Annotation Release 102	2021-12-06	Camelus bactrianus
GCF_036321535.1	mCamDro1.pat	GCF_036321535.1-RS_2024_04	2024-04-10	Camelus dromedarius
GCF_009834535.1	BCGSAC_Cfer_1.0	NCBI Camelus ferus Annotation Release 102	2020-02-11	Camelus ferus
GCA_034620425.1	Cla-1			Canis latrans
GCF_003254725.2	ASM325472v2	NCBI Canis lupus dingo Annotation Release 102	2022-06-24	Canis lupus dingo
GCF_011100685.1	UU_Cfam_GSD_1.0	NCBI Canis lupus familiaris Annotation Release 106	2020-12-08	Canis lupus familiaris
GCA_029224305.1	Cmar_C18_SBIK-F_TBG_1			Caperea marginata
GCA_000978405.1	CapAeg_1.0			Capra aegagrus
GCA_038502695.1	ASM3850269v1			Capra falconeri
GCF_001704415.2	ARS1.2	NCBI Capra hircus Annotation Release 102	2021-05-24	Capra hircus
GCA_006410555.1	IBX			Capra ibex
GCA_003182615.2	ASM318261v2			Capra sibirica
GCA_951849835.1	ETH_CapCap1			Capreolus capreolus
GCA_012922965.1	ASM1292296v1			Capreolus pygargus
GCA_032405125.2	serow.2			Capricornis sumatraensis
GCA_004027915.1	CapPil_v1_BIUU			Capromys pilorides
GCA_016801355.1	CarCar1.0			Caracal caracal
GCF_000164805.1	Tarsius_syrichta-2.0.1	NCBI Carlito syrichta Annotation Release 101	2017-06-27	Carlito syrichta
GCA_004027735.1	CarPer_v1_BIUU			Carollia perspicillata
GCF_001984765.1	C.can genome v1.0	NCBI Castor canadensis Annotation Release 100	2017-02-09	Castor canadensis
GCA_004024745.2	CatWag_v2_BIUU_UCD			Catagonus wagneri
GCA_000688575.1	CavAp1.0			Cavia aperea
GCF_034190915.1	mCavPor4.1	GCF_034190915.1-RS_2024_02	2024-02-14	Cavia porcellus
GCA_004027695.1	CavTsc_v1_BIUU			Cavia tschudii
GCA_963575025.1	PGDP_CebNiv			Cebuella niveiventris
GCA_963575105.1	PGDP_CebPyg			Cebuella pygmaea
GCA_023783575.1	ASM2378357v1			Cebus albifrons
GCF_001604975.1	Cebus_imitator-1.0	NCBI Cebus imitator Annotation Release 101	2020-11-14	Cebus imitator
GCA_963574745.1	PGDP_CebOli			Cebus olivaceus
GCA_963574255.1	PGDP_CebUni			Cebus unicolor
GCA_027257055.1	ASM2725705v1			Cephalopachus bancanus
GCA_006410635.1	HVD			Cephalophus harveyi
GCF_000283155.1	CerSimSim1.0	NCBI Ceratotherium simum simum Annotation Release 101	2015-11-25	Ceratotherium simum simum
GCF_000955945.1	Caty_1.0	NCBI Cercocebus atys Annotation Release 100	2015-03-23	Cercocebus atys
GCA_963574065.1	PGDP_CerChr			Cercocebus chrysogaster
GCA_963574135.1	PGDP_CerTor			Cercocebus torquatus
GCA_023783535.1	ASM2378353v1			Cercopithecus albogularis
GCA_963574115.1	PGDP_CerAsc			Cercopithecus ascanius
GCA_963574615.1	PGDP_CerLow			Cercopithecus campbelli lowei
GCA_963575225.1	PGDP_CerCep			Cercopithecus cephus
GCA_963574765.1	PGDP_CerDia			Cercopithecus diana
GCA_963574815.1	PGDP_CerHam			Cercopithecus hamlyni
GCA_028627265.1	Cercopithecus_mitis_HiC			Cercopithecus mitis
GCA_014849445.1	KIZ_CMon_1.0			Cercopithecus mona
GCA_963574685.1	PGDP_CerNeg			Cercopithecus neglectus
GCA_963575045.1	PGDP_CerNic			Cercopithecus nictitans
GCA_963575065.1	PGDP_CerPet			Cercopithecus petaurista
GCA_963575055.1	PGDP_CerPog			Cercopithecus pogonias
GCA_963573595.1	PGDP_CerRol			Cercopithecus roloway
GCA_006408465.1	WLD			Cervus albirostris
GCF_019320065.1	ASM1932006v1	NCBI Cervus canadensis Annotation Release 100	2021-08-31	Cervus canadensis
GCF_910594005.1	mCerEla1.1	NCBI Cervus elaphus Annotation Release 100	2021-09-20	Cervus elaphus
GCA_010411085.1	CEY_v1	Annotation submitted by Institute of Special Wild Economic Animals and Plants, Chinese Academy of Agricultural Sciences	2020-04-13	Cervus hanglu yarkandensis
GCA_040085125.1	ASM4008512v1			Cervus nippon
GCA_004027955.1	ChaVel_v1_BIUU			Chaetophractus vellerosus
GCA_963574435.1	PGDP_CheMaj			Cheirogaleus major
GCA_008086735.1	ASM808673v1			Cheirogaleus medius
GCA_963573755.1	PGDP_CheLuc			Cheracebus lucifer
GCA_963574535.1	PGDP_CheLug			Cheracebus lugens
GCA_963574635.1	PGDP_CheReg			Cheracebus regulus
GCA_963574645.1	PGDP_CheTor			Cheracebus torquatus
GCF_000276665.1	ChiLan1.0	NCBI Chinchilla lanigera Annotation Release 101	2015-07-27	Chinchilla lanigera
GCF_950005125.1	mChiNiv1.1	GCF_950005125.1-RS_2023_06	2023-06-26	Chionomys nivalis
GCA_963573965.1	PGDP_ChiIsr			Chiropotes israelita
GCA_963574175.1	PGDP_ChiSag			Chiropotes sagulatus
GCA_023783515.1	ASM2378351v1			Chlorocebus aethiops
GCA_963575115.1	PGDP_ChlPyg			Chlorocebus pygerythrus
GCF_015252025.1	Vero_WHO_p1.0	NCBI Chlorocebus sabaeus Annotation Release 102	2020-11-23	Chlorocebus sabaeus
GCF_015220235.1	mChoDid1.pri	NCBI Choloepus didactylus Annotation Release 100	2020-11-16	Choloepus didactylus
GCA_000164785.2	C_hoffmanni-2.0.1			Choloepus hoffmanni
GCF_000296735.1	ChrAsi1.0	NCBI Chrysochloris asiatica Annotation Release 100	2014-02-10	Chrysochloris asiatica
GCA_028533335.1	Chrysocyon_brachyurus_HiC			Chrysocyon brachyurus
GCA_028534165.1	Coendou_prehensilis_HiC			Coendou prehensilis
GCF_000951035.1	Cang.pa_1.0	NCBI Colobus angolensis palliatus Annotation Release 100	2015-03-26	Colobus angolensis palliatus
GCA_030247045.1	ASM3024704v1			Colobus guereza
GCA_963574725.1	PGDP_ColPol			Colobus polykomos
GCF_000260355.1	ConCri1.0	NCBI Condylura cristata Annotation Release 101	2015-06-05	Condylura cristata
GCA_006408615.1	BWD			Connochaetes taurinus
GCA_026230045.1	mCorTow1.0.hap2			Corynorhinus townsendii
GCA_004027555.1	CraTho_v1_BIUU			Craseonycteris thonglongyai
GCA_026225945.1	Cans_v1.0_COR			Cricetomys ansorgei
GCA_004027575.1	CriGam_v1_BIUU			Cricetomys gambianus
GCF_003668045.3	CriGri-PICRH-1.0	NCBI Cricetulus griseus Annotation Release 104	2020-06-25	Cricetulus griseus
GCA_004027635.1	CroInd_v1_BIUU			Crocidura indochinensis
GCA_008692635.1	BGI_CrCroc_1.0	Annotation submitted by BGI	2020-01-14	Crocuta crocuta
GCA_028646485.1	Cryptoprocta_ferox_HiC			Cryptoprocta ferox
GCA_021461705.1	Cryptotis parva assembly 1.0			Cryptotis parvus
GCA_004027205.1	CteGun_v1_BIUU			Ctenodactylus gundi
GCA_004027165.1	CteSoc_v1_BIUU			Ctenomys sociabilis
GCA_004365215.1	CunPac_v1_BIUU			Cuniculus paca
GCF_027409185.1	mCynVol1.pri	GCF_027409185.1-RS_2024_02	2024-02-16	Cynocephalus volans
GCA_009793145.1	ASM979314v1			Cynopterus brachyotis
GCA_030015415.1	ASM3001541v1			Cynopterus sphinx
GCF_033118175.1	ASM3311817v1	GCF_033118175.1-RS_2023_11	2023-11-29	Dama dama
GCA_006408505.1	CTB			Damaliscus lunatus
GCA_004363535.1	DasPun_v1_BIUU			Dasyprocta punctata
GCF_030445035.1	mDasNov1.hap2	GCF_030445035.1-RS_2023_07	2023-07-18	Dasypus novemcinctus
GCA_030445035.2	mDasNov1.1.hap2			Dasypus novemcinctus
GCA_020854095.1	UniMelb_DasViv_v1.0			Dasyurus viverrinus
GCA_023783475.1	ASM2378347v1			Daubentonia madagascariensis
GCF_002288925.2	ASM228892v3	NCBI Delphinapterus leucas Annotation Release 101	2019-09-06	Delphinapterus leucas
GCF_949987515.1	mDelDel1.1	GCF_949987515.1-RS_2023_09	2023-09-30	Delphinus delphis
GCF_022682495.1	HLdesRot8A	GCF_022682495.1-RS_2023_02	2023-02-27	Desmodus rotundus
GCA_022682495.2	HLdesRot8A.1			Desmodus rotundus
GCA_014189135.1	NRM_Dsumatrensis_v1.fasta			Dicerorhinus sumatrensis harrissoni
GCF_020826845.1	mDicBic1.mat.cur	GCF_020826845.1-RS_2023_07	2023-07-26	Diceros bicornis minor
GCA_028555095.1	ASM2855509v1			Dicrostonyx torquatus
GCA_004027595.1	DinBra_v1_BIUU			Dinomys branickii
GCA_024711535.1	mDipMer1.0.p			Dipodomys merriami
GCF_000151885.1	Dord_2.0	NCBI Dipodomys ordii Annotation Release 100	2015-06-24	Dipodomys ordii
GCF_019054845.1	ASM1905484v1	NCBI Dipodomys spectabilis Annotation Release 100	2021-07-20	Dipodomys spectabilis
GCA_004024685.1	DipSte_v1_BIUU			Dipodomys stephensi
GCA_036346955.1	IOZCAS_Dsag_1.1			Dipus sagitta
GCA_004027295.1	DolPat_v1_BIUU			Dolichotis patagonum
GCF_019393635.1	mDroGli1.pri	NCBI Dromiciops gliroides Annotation Release 100	2021-09-23	Dromiciops gliroides
GCA_030035585.1	mDugDug1.hap1			Dugong dugon
GCF_000313985.2	ASM31398v2	NCBI Echinops telfairi Annotation Release 103	2021-12-02	Echinops telfairi
GCA_028627145.1	Eidolon_dupreanum_HiC			Eidolon dupreanum
GCA_000465285.1	ASM46528v1			Eidolon helvum
GCA_020311275.1	ASM2031127v1			Eira barbara
GCA_021018665.1	miluL			Elaphurus davidianus
GCF_000299155.1	EleEdw1.0	NCBI Elephantulus edwardii Annotation Release 100	2014-02-10	Elephantulus edwardii
GCF_024166365.1	mEleMax1 primary haplotype	GCF_024166365.1-RS_2023_02	2023-02-26	Elephas maximus indicus
GCA_001685075.1	ASM168507v1			Ellobius lutescens
GCA_001685095.1	ETalpinus_0.1			Ellobius talpinus
GCF_002288905.1	ASM228890v2	NCBI Enhydra lutris kenyoni Annotation Release 100	2017-09-19	Enhydra lutris kenyoni
GCA_003508835.1	Espe.v1			Eonycteris spelaea
GCA_035773235.1	ASM3577323v1			Eospalax fontanierii
GCF_027574615.1	DD_ASM_mEF_20220401	GCF_027574615.1-RS_2023_03	2023-03-28	Eptesicus fuscus
GCA_030846915.1	BLF_Eptnil_asm_v1.0	Annotation submitted by Finnish museum of Natural history	2023-08-21	Eptesicus nilssonii
GCF_016077325.2	ASM1607732v2	NCBI Equus asinus Annotation Release 101	2021-10-19	Equus asinus
GCF_002863925.1	EquCab3.0	NCBI Equus caballus Annotation Release 103	2018-01-11	Equus caballus
GCF_000696695.1	Burgud	NCBI Equus przewalskii Annotation Release 100	2014-07-10	Equus przewalskii
GCF_021613505.1	UCLA_HA_Equagga_1.0	GCF_021613505.1-RS_2023_03	2023-03-03	Equus quagga
GCA_028451465.1	mEreDor1.pri			Erethizon dorsatum
GCF_950295315.1	mEriEur2.1	GCF_950295315.1-RS_2023_10	2023-10-04	Erinaceus europaeus
GCA_023783455.1	ASM2378345v1			Erythrocebus patas
GCA_028021215.1	mEscRob2.pri			Eschrichtius robustus
GCF_028564815.1	mEubGla1.1.hap2.+ XY	GCF_028564815.1-RS_2023_12	2023-12-01	Eubalaena glacialis
GCA_004363455.1	EubJap_v1_BIUU			Eubalaena japonica
GCA_006408755.1	TMG			Eudorcas thomsonii
GCA_963573435.1	PGDP_EulAlb			Eulemur albifrons
GCA_963574965.1	PGDP_EulCor			Eulemur coronatus
GCA_001262665.1	Eflavifronsk33QCA			Eulemur flavifrons
GCA_963575015.1	PGDP_EulCol			Eulemur fulvus collaris
GCA_001262655.1	Emacaco_refEf_BWA_oneround			Eulemur macaco
GCA_028534055.1	Eulemur_mongoz_HiC			Eulemur mongoz
GCA_963574895.1	PGDP_EulRub			Eulemur rubriventer
GCA_963574465.1	PGDP_EulRuf			Eulemur rufus
GCA_963573705.1	PGDP_EulSan			Eulemur sanfordi
GCF_004028035.1	ASM402803v1	NCBI Eumetopias jubatus Annotation Release 100	2019-02-04	Eumetopias jubatus
GCF_018350175.1	F.catus_Fca126_mat1.0	NCBI Felis catus Annotation Release 105	2021-10-27	Felis catus
GCA_019924945.1	FelChav1.0			Felis chaus
GCA_032458615.1	SNNU_BFC_1			Felis nigripes
GCF_012274545.1	DMR_v1.0_HiC	NCBI Fukomys damarensis Annotation Release 102	2020-04-15	Fukomys damarensis
GCA_023783435.1	ASM2378343v1			Galago moholi
GCA_963575145.1	PGDP_GalSen			Galago senegalensis
GCA_963574575.1	PGDP_GalDem			Galagoides demidoff
GCA_019455555.1	Gpyr_1.0	Annotation submitted by Institute of Evolutionary Biology (CSIC-UPF)	2021-08-05	Galemys pyrenaicus
GCF_000696425.1	G_variegatus-3.0.2	NCBI Galeopterus variegatus Annotation Release 100	2014-07-18	Galeopterus variegatus
GCA_040207655.1	GeBurs			Geomys bursarius
GCA_017591445.1	ASM1759144v1			Giraffa camelopardalis rothschildi
GCA_013496395.1	ASM1349639v1			Giraffa tippelskirchi
GCA_020662805.1	ASM2066280v1			Glaucomys volans
GCA_004027185.1	GliGli_v1_BIUU			Glis glis
GCF_963455315.1	mGloMel1.1	GCF_963455315.1-RS_2023_10	2023-10-19	Globicephala melas
GCA_039655065.1	mGloMut1.hap1			Glossophaga mutica
GCA_963575185.1	PGDP_GorBer			Gorilla beringei
GCF_029281585.2	NHGRI_mGorGor1-v2.0_pri	GCF_029281585.2-RS_2024_02	2024-02-27	Gorilla gorilla gorilla
GCF_016433145.1	AgileGrace	NCBI Gracilinanus agilis Annotation Release 100	2021-10-18	Gracilinanus agilis
GCA_019843835.1	ASM1984383v1			Grammomys dolichurus
GCF_004785775.1	NIH_TR_1.0	NCBI Grammomys surdaster Annotation Release 100	2019-04-18	Grammomys surdaster
GCA_028646425.1	Grampus_griseus_HiC			Grampus griseus
