Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCF_029289425.2	NHGRI_mPanPan1-v2.0_pri	GCF_029289425.2-RS_2024_02	2024-02-27	Pan paniscus
GCF_028858775.2	NHGRI_mPanTro3-v2.0_pri	GCF_028858775.2-RS_2024_02	2024-02-27	Pan troglodytes
GCF_018350215.1	P.leo_Ple1_pat1.1	NCBI Panthera leo Annotation Release 100	2021-08-06	Panthera leo
GCF_028533385.1	Panthera_onca_HiC	GCF_028533385.1-RS_2023_10	2023-10-19	Panthera onca
GCF_024362965.1	ASM2436296v1	GCF_024362965.1-RS_2023_02	2023-02-22	Panthera pardus
GCF_018350195.1	P.tigris_Pti1_mat1.1	NCBI Panthera tigris Annotation Release 102	2021-08-10	Panthera tigris
GCF_023721935.1	Puncia_PCG_1.0	GCF_023721935.1-RS_2023_02	2023-02-27	Panthera uncia
GCA_040182635.1	NWIPB_Pahodg_1.0			Pantholops hodgsonii
GCF_008728515.1	Panubis1.0	NCBI Papio anubis Annotation Release 104	2019-10-15	Papio anubis
GCA_008728515.2	Panubis1.1			Papio anubis
GCA_963574715.1	PGDP_PapCyn			Papio cynocephalus
GCA_023781915.1	ASM2378191v1			Papio hamadryas
GCA_963573405.1	PGDP_PapKin			Papio kindae
GCA_028645565.1	Papio_papio_HiC			Papio papio
GCA_963574515.1	PGDP_PapUrs			Papio ursinus
GCA_004024585.1	ParHer_v1_BIUU			Paradoxurus hermaphroditus
GCA_007922755.1	PedCap_v1_BIUU			Pedetes capensis
GCA_963574655.1	PGDP_PerPot			Perodicticus potto
GCF_023159225.1	ASM2315922v1	NCBI Perognathus longimembris pacificus Annotation Release 100	2022-05-11	Perognathus longimembris pacificus
GCA_902168425.1	Patt_10x_v1			Peromyscus attwateri
GCA_902168405.1	Pazt_10x_v1			Peromyscus aztecus
GCF_007827085.1	ASM782708v3	GCF_007827085.1-RS_2023_02	2023-02-24	Peromyscus californicus insignis
GCF_949786415.1	PerEre_H2_v1	GCF_949786415.1-RS_2023_08	2023-08-26	Peromyscus eremicus
GCF_004664715.2	UCI_PerLeu_2.1	NCBI Peromyscus leucopus Annotation Release 101	2020-10-29	Peromyscus leucopus
GCF_003704035.1	HU_Pman_2.1.3	NCBI Peromyscus maniculatus bairdii Annotation Release 102	2021-06-28	Peromyscus maniculatus bairdii
GCA_902168415.1	Pmel_10x_v1			Peromyscus melanophrys
GCA_902168325.1	Pnud_10x_v1			Peromyscus nudipes
GCA_003704135.2	HU_Ppol_1.3.3			Peromyscus polionotus subgriseus
GCA_028583685.1	PetGlider_PUasm1.0			Petaurus breviceps papuanus
GCA_004026965.1	PetTyp_v1_BIUU			Petromus typicus
GCF_016906955.1	ROS_Pafr_v1	GCF_016906955.1-RS_2023_03	2023-03-03	Phacochoerus africanus
GCA_028646595.1	pg-2k			Phalanger gymnotis
GCF_002099425.1	phaCin_unsw_v4.1	NCBI Phascolarctos cinereus Annotation Release 100	2017-04-24	Phascolarctos cinereus
GCA_032200785.1	ASM3220078v1			Phataginus tetradactyla
GCA_029783875.1	UCLA_PhaTri_1.0			Phataginus tricuspis
GCA_006410695.1	MXD			Philantomba maxwellii
GCF_004348235.1	GSC_HSeal_1.0	NCBI Phoca vitulina Annotation Release 100	2020-02-07	Phoca vitulina
GCA_963924675.1	mPhoPho1.1			Phocoena phocoena
GCF_008692025.1	mPhoSin1.pri	NCBI Phocoena sinus Annotation Release 100	2020-02-18	Phocoena sinus
GCF_943737965.1	PHOROB	GCF_943737965.1-RS_2023_02	2023-02-26	Phodopus roborovskii
GCA_030556225.1	Psun-UiT-1			Phodopus sungorus
GCF_004126475.2	mPhyDis1.pri.v3	NCBI Phyllostomus discolor Annotation Release 101	2020-08-31	Phyllostomus discolor
GCF_019186645.2	TTU_PhHast_1.1	NCBI Phyllostomus hastatus Annotation Release 100	2022-01-11	Phyllostomus hastatus
GCA_033318265.1	ASM3331826v1			Phyllotis vaccarum
GCF_002837175.3	ASM283717v5	GCF_002837175.3-RS_2023_04	2023-04-05	Physeter catodon
GCA_963574265.1	PGDP_PilBad			Piliocolobus badius
GCA_963574285.1	PGDP_PilGor			Piliocolobus gordonorum
GCA_963574805.1	PGDP_PilKir			Piliocolobus kirkii
GCF_002776525.5	ASM277652v5	NCBI Piliocolobus tephrosceles Annotation Release 102	2019-12-30	Piliocolobus tephrosceles
GCF_014108245.1	mPipKuh1.p	NCBI Pipistrellus kuhlii Annotation Release 101	2021-12-14	Pipistrellus kuhlii
GCA_963693515.1	mPipNat.pri	Annotation submitted by Leibniz Institute for Zoo and Wildlife Research	2024-02-06	Pipistrellus nathusii
GCA_903992545.1	mPipPip1.1			Pipistrellus pipistrellus
GCA_949987585.1	mPipPyg2.1			Pipistrellus pygmaeus
GCA_963573695.1	PGDP_PitAlb			Pithecia albicans
GCA_963574905.1	PGDP_PitChr			Pithecia chrysocephala
GCA_963573645.1	PGDP_PitHir			Pithecia hirsuta
GCA_963574975.1	PGDP_PitMit			Pithecia mittermeieri
GCA_963575305.1	PGDP_PitPis			Pithecia pissinatti
GCA_023779675.1	ASM2377967v1			Pithecia pithecia
GCA_963574005.1	PGDP_PitVan			Pithecia vanzolinii
GCA_017311385.1	HRRL_Platanista_gangetica_1.0			Platanista gangetica
GCA_004363435.1	PlaMin_v1_BIUU			Platanista minor
GCA_963455305.1	mPleAur1.1			Plecotus auritus
GCA_963574705.1	PGDP_PleBer			Plecturocebus bernhardi
GCA_963573885.1	PGDP_PleBru			Plecturocebus brunneus
GCA_963575255.1	PGDP_PleCal			Plecturocebus caligatus
GCA_963573415.1	PGDP_PleCin			Plecturocebus cinerascens
GCA_963574565.1	PGDP_PleCup			Plecturocebus cupreus
GCA_004027715.1	CalDon_v1_BIUU			Plecturocebus donacophilus
GCA_963575235.1	PGDP_PleDub			Plecturocebus dubius
GCA_963574625.1	PGDP_PleGro			Plecturocebus grovesi
GCA_963575245.1	PGDP_PleHof			Plecturocebus hoffmannsi
GCA_963575275.1	PGDP_PleMil			Plecturocebus miltoni
GCA_963574105.1	PGDP_PleMol			Plecturocebus moloch
GCF_028885655.2	NHGRI_mPonAbe1-v2.0_pri	GCF_028885655.2-RS_2024_02	2024-02-27	Pongo abelii
GCF_028885625.2	NHGRI_mPonPyg2-v2.0_pri	GCF_028885625.2-RS_2024_02	2024-02-27	Pongo pygmaeus
GCA_011754075.1	ASM1175407v1	Annotation submitted by Universidade do Vale do Itajai (UNIVALI)	2020-03-25	Pontoporia blainvillei
GCA_028658325.1	Potorous_gilbertii_HiC			Potorous gilbertii
GCA_028534135.1	Potos_flavus_HiC			Potos flavus
GCA_019843815.1	ASM1984381v1			Praomys delectorum
GCA_963573905.1	PGDP_PreCom			Presbytis comata
GCA_963575215.1	PGDP_PreMit			Presbytis melalophos mitrata
GCF_016509475.1	Fcat_Pben_1.1_paternal_pri	NCBI Prionailurus bengalensis Annotation Release 100	2021-08-30	Prionailurus bengalensis
GCA_018403415.1	P_iriomotensis_scaffold_01			Prionailurus iriomotensis
GCF_022837055.1	UM_Priviv_1.0	GCF_022837055.1-RS_2023_03	2023-03-03	Prionailurus viverrinus
GCA_006410515.1	PLG			Procapra przewalskii
GCA_000152225.2	Pcap_2.0			Procavia capensis
GCA_028646535.1	pl-1k			Procyon lotor
GCA_003258685.1	Prosim_1.0			Prolemur simus
GCF_000956105.1	Pcoq_1.0	NCBI Propithecus coquereli Annotation Release 100	2015-05-27	Propithecus coquereli
GCA_963574665.1	PGDP_ProCor			Propithecus deckenii coronatus
GCA_963575075.1	PGDP_ProDia			Propithecus diadema
GCA_963575085.1	PGDP_ProEdw			Propithecus edwardsi
GCA_963574695.1	PGDP_ProPer			Propithecus perrieri
GCA_963574315.1	PGDP_ProTat			Propithecus tattersalli
GCA_963575125.1	PGDP_ProVer			Propithecus verreauxi
GCA_017311185.1	Proteles_cristatus_TS307_19_07_2019			Proteles cristata cristata
GCF_907164565.1	mPsaObe1.curated_primary_1811	GCF_907164565.1-RS_2023_04	2023-04-24	Psammomys obesus
GCA_028646575.1	Pseudocheirus_occidentalis_HiC			Pseudocheirus occidentalis
GCA_028646515.1	Pseudochirops_corinnae_HiC			Pseudochirops corinnae
GCA_028627135.1	Pseudochirops_cupreus_HiC			Pseudochirops cupreus
GCA_003182575.1	ASM318257v1			Pseudois nayaur
GCA_039906525.1	mPseCra1.hap2			Pseudorca crassidens
GCF_021234165.1	CSHL_Meso_final	GCF_021234165.1-RS_2024_03	2024-03-28	Pteronotus mesoamericanus
GCA_036768555.1	ASM3676855v1			Pteronotus parnellii mexicanus
GCA_004024605.1	PteBra_v1_BIUU			Pteronura brasiliensis
GCF_000325575.1	ASM32557v1	NCBI Pteropus alecto Annotation Release 102	2018-05-02	Pteropus alecto
GCF_902729225.1	Ma_sr-lr_union100	NCBI Pteropus giganteus Annotation Release 100	2021-02-19	Pteropus giganteus
GCA_014363405.1	P_pselaphon_scaffold_01			Pteropus pselaphon
GCA_028533765.1	Pteropus_rufus_HiC			Pteropus rufus
GCF_000151845.1	Pvam_2.0	NCBI Pteropus vampyrus Annotation Release 101	2018-01-05	Pteropus vampyrus
GCF_003327715.1	PumCon1.0	NCBI Puma concolor Annotation Release 100	2018-07-24	Puma concolor
GCF_014898765.1	PumYag	NCBI Puma yagouaroundi Annotation Release 100	2021-03-26	Puma yagouaroundi
GCA_947044825.1	Saimaa ringed seal draft genome			Pusa hispida saimensis
GCA_028975605.1	PSIB_hic			Pusa sibirica
GCA_963574085.1	PGDP_PygCin			Pygathrix cinerea
GCA_004024825.1	PygNem_v1_BIUU			Pygathrix nemaeus
GCA_023764695.1	ASM2376469v1			Pygathrix nigripes
GCA_949782905.1	mRanTar1.h1.1	Annotation submitted by EBP Norway	2023-04-16	Rangifer tarandus platyrhynchus
GCA_006410735.1	SNB			Raphicerus campestris
GCF_036323735.1	GRCr8	GCF_036323735.1-RS_2024_02	2024-02-09	Rattus norvegicus
GCF_011064425.1	Rrattus_CSIRO_v1	NCBI Rattus rattus Annotation Release 100	2020-03-13	Rattus rattus
GCA_006410935.1	BHR			Redunca redunca
GCA_019844195.1	ASM1984419v1			Rhabdomys dilectus
GCA_030674055.1	PU_Rpum_1.0			Rhabdomys pumilio
GCA_028646465.1	Rhinoceros_unicornis_HiC			Rhinoceros unicornis
GCA_040057535.1	ASM4005753v1			Rhinolophus affinis
GCF_004115265.2	mRhiFer1_v1.p	GCF_004115265.2-RS_2023_02	2023-02-27	Rhinolophus ferrumequinum
GCF_001698545.2	ASM169854v2	NCBI Rhinopithecus bieti Annotation Release 100	2021-05-24	Rhinopithecus bieti
GCF_007565055.1	ASM756505v1	NCBI Rhinopithecus roxellana Annotation Release 101	2019-09-16	Rhinopithecus roxellana
GCA_023764705.1	ASM2376470v1			Rhinopithecus strykeri
GCA_009823505.1	RhiPru_1.0			Rhizomys pruinosus
GCA_010120015.1	ASM1012001v1			Rhombomys opimus
GCA_019843965.1	ASM1984396v1			Rhynchomys soricoides
GCA_037038555.1	mRhyNas2.hap2			Rhynchonycteris naso
GCF_014176215.1	mRouAeg1.p	NCBI Rousettus aegyptiacus Annotation Release 101	2020-09-25	Rousettus aegyptiacus
GCA_015472975.1	rouLes_1.0			Rousettus leschenaultii
GCA_028533395.1	Rousettus_madagascariensis_HiC			Rousettus madagascariensis
GCA_034233915.1	ASM3423391v1			Rucervus eldii siamensis
GCA_963981305.1	mRupRup1.1			Rupicapra rupicapra
GCA_038501445.1	RusAlf_1.1			Rusa alfredi
GCA_036850765.1	mSacBil1_pri_phased_curated			Saccopteryx bilineata
GCA_036850995.1	mSacLep1_pri_phased_curated			Saccopteryx leptura
GCA_963574455.1	PGDP_SagBic			Saguinus bicolor
GCA_963574215.1	PGDP_SagGeo			Saguinus geoffroyi
GCA_004024885.1	SagImp_v1_BIUU			Saguinus imperator
GCA_963574735.1	PGDP_SagInu			Saguinus inustus
GCA_963575005.1	PGDP_SagLab			Saguinus labiatus
GCA_021498475.1	ASM2149847v1			Saguinus midas
GCA_963574345.1	PGDP_SagMys			Saguinus mystax
GCA_031835075.1	ASM3183507v1	Annotation submitted by The Ohio State University	2023-09-25	Saguinus oedipus
GCA_004024985.1	SaiTat_v1_BIUU			Saiga tatarica
GCF_016699345.2	BCM_Sbol_2.1	NCBI Saimiri boliviensis Annotation Release 102	2021-02-12	Saimiri boliviensis boliviensis
GCA_963573395.1	PGDP_SaiCas			Saimiri cassiquiarensis
GCA_963573505.1	PGDP_SaiMac			Saimiri macrodon
GCA_963574195.1	PGDP_SaiOer			Saimiri oerstedii
GCA_963573345.1	PGDP_SaiSci			Saimiri sciureus
GCA_963574015.1	PGDP_SaiUst			Saimiri ustus
GCF_009761245.1	GSC_monkey_1.0	NCBI Sapajus apella Annotation Release 100	2020-01-09	Sapajus apella
GCF_902635505.1	mSarHar1.11	NCBI Sarcophilus harrisii Annotation Release 103	2019-12-20	Sarcophilus harrisii
GCA_004024925.1	ScaAqu_v1_BIUU			Scalopus aquaticus
GCF_902686445.1	mSciCar1.2	GCF_902686445.1-RS_2023_03	2023-03-03	Sciurus carolinensis
GCA_020740815.1	VCOM_Snig_1.0			Sciurus niger
GCA_902686455.2	mSciVul1.2			Sciurus vulgaris
GCA_004025065.1	SemEnt_v1_BIUU			Semnopithecus entellus
GCA_963573665.1	PGDP_SemHyp			Semnopithecus hypoleucos
GCA_963574295.1	PGDP_SemPri			Semnopithecus priam
GCA_963574385.1	PGDP_SemSch			Semnopithecus schistaceus
GCA_004025045.1	SigHis_v1_BIUU			Sigmodon hispidus
GCA_032199065.1	SGIG_CAM011_5_02_2020	Annotation submitted by Universite Toulouse III - Paul Sabatier	2023-09-29	Smutsia gigantea
GCA_032201145.1	ASM3220114v1			Smutsia temminckii
GCA_004363575.1	SolPar_v1_BIUU			Solenodon paradoxus
GCF_027595985.1	mSorAra2.pri	GCF_027595985.1-RS_2023_04	2023-04-12	Sorex araneus
GCF_029834395.1	SorFum_2.1	GCF_029834395.1-RS_2023_10	2023-10-04	Sorex fumeus
GCA_030324115.1	SorMar_1.0			Sorex maritimensis
GCA_028565675.1	ASM2856567v1			Sorex palustris
GCA_007760645.1	ASM776064v1			Sousa chinensis
GCA_023170115.1	Speothos_venaticus_v01			Speothos venaticus
GCA_002406435.1	ASM240643v1			Spermophilus dauricus
GCA_004023965.1	SpiGra_v1_BIUU			Spilogale gracilis
GCA_023159085.1	UWYO_SpInte_0.1			Spilogale interrupta
GCA_951394435.1	mSteCoe1.1			Stenella coeruleoalba
GCA_028646385.1	Steno_bredanensis_HiC			Steno bredanensis
GCF_014824575.3	WHU_Shon_v2.1	NCBI Sturnira hondurensis Updated Annotation Release 100.20210611	2021-06-15	Sturnira hondurensis
GCA_014824575.3	ASM1482457v3			Sturnira hondurensis
GCF_024139225.1	mSunEtr1.pri.cur	GCF_024139225.1-RS_2023_02	2023-02-26	Suncus etruscus
GCF_006229205.1	meerkat_22Aug2017_6uvM2_HiC	NCBI Suricata suricatta Annotation Release 100	2019-07-11	Suricata suricatta
GCA_905335845.1	Sus_cebifrons.v1			Sus cebifrons
GCF_000003025.6	Sscrofa11.1	NCBI Sus scrofa Annotation Release 106	2017-05-03	Sus scrofa
GCA_006408735.1	CMD			Sylvicapra grimmia
GCA_015711505.1	Sylvilagus_bachmani_HiC			Sylvilagus bachmani
GCA_949820135.1	mSylFlo1.10			Sylvilagus floridanus
GCF_028878055.2	NHGRI_mSymSyn1-v2.0_pri	GCF_028878055.2-RS_2024_02	2024-02-27	Symphalangus syndactylus
GCA_902825105.1	synceruscaffer			Syncerus caffer
GCF_015852505.1	mTacAcu1.pri	NCBI Tachyglossus aculeatus Annotation Release 100	2020-12-28	Tachyglossus aculeatus
GCA_030848825.1	DD_mTadBra1_pri			Tadarida brasiliensis
GCF_014898055.3	MPIMG_talOcc4v2.1	GCF_014898055.3-RS_2023_03	2023-03-24	Talpa occidentalis
GCA_023851605.1	mTamTet1.pri			Tamandua tetradactyla
GCA_025594165.1	ASM2559416v1			Tamias sibiricus
GCA_031878705.1	mTapInd1.hap2			Tapirus indicus
GCA_004025025.1	TapTer_v1_BIUU			Tapirus terrestris
GCA_963574405.1	PGDP_TarLar			Tarsius lariang
GCA_963574415.1	PGDP_TarWal			Tarsius wallacei
GCA_003697995.1	ASM369799v1			Taxidea taxus jeffersonii
GCF_003255815.1	Tgel_1.0	NCBI Theropithecus gelada Annotation Release 100	2018-06-26	Theropithecus gelada
GCA_040207635.1	ThBott			Thomomys bottae limpiae
GCA_004025085.1	ThrSwi_v1_BIUU			Thryonomys swinderianus
GCA_036184385.1	Tmue1			Tokudaia muenninki
GCA_027943515.1	T_osimensis_1.0			Tokudaia osimensis
GCA_036184795.1	Ttok1			Tokudaia tokunoshimensis
GCA_026826555.1	mTolMat1			Tolypeutes matacus
GCA_004024845.1	TonSau_v1_BIUU			Tonatia saurophila
GCA_028533065.1	Trachops_cirrhosus_HiC			Trachops cirrhosus
GCA_963574155.1	PGDP_TraAur			Trachypithecus auratus
GCA_963574045.1	PGDP_TraCri			Trachypithecus cristatus
GCF_009764315.1	Tfra_2.0	NCBI Trachypithecus francoisi Annotation Release 100	2020-03-23	Trachypithecus francoisi
GCA_963573545.1	PGDP_TraGee			Trachypithecus geei
GCA_963573455.1	PGDP_TraGer			Trachypithecus germaini
GCA_963573355.1	PGDP_TraHat			Trachypithecus hatinhensis
GCA_963574185.1	PGDP_SemJoh			Trachypithecus johnii
GCA_963573585.1	PGDP_TraLao			Trachypithecus laotum
GCA_963574075.1	PGDP_TraObs			Trachypithecus obscurus
GCA_023762245.1	ASM2376224v1			Trachypithecus phayrei crepuscula
GCA_963573805.1	PGDP_TraPil			Trachypithecus pileatus
GCA_963573475.1	PGDP_TraLeu			Trachypithecus poliocephalus
GCA_963574985.1	PGDP_SemVet			Trachypithecus vetulus
GCA_006411685.1	MTN			Tragelaphus buxtoni
GCA_935064755.1	mTraEur1.1			Tragelaphus eurycerus
GCA_006410775.1	LEK			Tragelaphus imberbis
GCA_006416875.1	CME			Tragelaphus oryx
GCA_006410495.1	BUB			Tragelaphus scriptus
GCA_006410795.1	GTK			Tragelaphus strepsiceros
GCA_004024965.2	ASM402496v2			Tragulus javanicus
GCA_022376925.1	ASM2237692v1			Tragulus kanchil
GCA_028551375.1	Tremarctos_ornatus_HiC			Tremarctos ornatus
GCF_000243295.1	TriManLat1.0	GCF_000243295.1-RS_2024_01	2024-01-26	Trichechus manatus latirostris
GCF_011100635.1	mTriVul1.pri	NCBI Trichosurus vulpecula Annotation Release 100	2020-10-08	Trichosurus vulpecula
GCA_000181375.1	ASM18137v1			Tupaia belangeri
GCF_000334495.1	TupChi_1.0	NCBI Tupaia chinensis Annotation Release 102	2019-01-18	Tupaia chinensis
GCA_026018925.1	mTupTan1			Tupaia tana
GCA_003227395.1	ASM322739v1			Tursiops aduncus
GCF_011762595.1	mTurTru1.mat.Y	NCBI Tursiops truncatus Annotation Release 102	2020-04-20	Tursiops truncatus
GCA_002564285.1	Tym_barrerae_AO245_v1			Tympanoctomys barrerae
GCA_023101885.1	KIZ_TCIN_v1.0			Typhlomys cinereus
GCF_003426925.1	ASM342692v1	NCBI Urocitellus parryii Annotation Release 100	2018-09-07	Urocitellus parryii
GCA_032313775.1	UCinereo1.0			Urocyon cinereoargenteus
GCA_028551405.1	Uromys_caudimaculatus_HiC			Uromys caudimaculatus
GCA_004024945.1	UroGra_v1_BIUU			Uropsilus gracilis
GCF_020975775.1	gsc_jax_bbear_1.0	NCBI Ursus americanus Annotation Release 100	2022-01-10	Ursus americanus
GCF_023065955.2	UrsArc2.0	GCF_023065955.2-RS_2023_06	2023-06-06	Ursus arctos
GCF_017311325.1	ASM1731132v1	NCBI Ursus maritimus Annotation Release 101	2021-03-29	Ursus maritimus
GCA_009660055.1	ASM966005v1			Ursus thibetanus thibetanus
GCA_963573675.1	PGDP_VarRub			Varecia rubra
GCA_028533085.1	Varecia_variegata_HiC			Varecia variegata
GCA_963924515.1	mVesMur1.1			Vespertilio murinus
GCF_000164845.4	VicPac3.2	NCBI Vicugna pacos Annotation Release 102	2021-05-24	Vicugna pacos
GCA_013265495.1	ASM1326549v1			Vicugna vicugna mensalis
GCF_900497805.2	bare-nosed wombat genome assembly	NCBI Vombatus ursinus Annotation Release 100	2019-01-18	Vombatus ursinus
GCA_030463245.1	zhanglab2022			Vulpes corsac
GCA_024500485.1	ASM2450048v1			Vulpes ferrilata
GCF_018345385.1	ASM1834538v1	NCBI Vulpes lagopus Annotation Release 100	2021-05-19	Vulpes lagopus
GCF_003160815.1	VulVul2.2	NCBI Vulpes vulpes Annotation Release 100	2018-07-26	Vulpes vulpes
GCA_004024805.1	XerIna_v1_BIUU			Xerus inauris
GCA_028644305.1	Xerus_rutilus_HiC			Xerus rutilus
GCF_009762305.2	mZalCal1.pri.v2	NCBI Zalophus californianus Annotation Release 101	2020-07-29	Zalophus californianus
GCA_004024765.1	ZapHud_v1_BIUU			Zapus hudsonius
GCA_004364475.1	ZipCav_v1_BIUU			Ziphius cavirostris
